Rok,RID VS,RID,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných,Výběrovost,Neúspěšných studií,Cekový počet studií,Procento neuspechu,Absolventi součet,Absolventi procento,forma,fakulta,jméno VŠ
2013,23000,23520,1600,1600,809,809,1500,753,464,464,71.00%,374,490,76.33%,116,23.67%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2014,23000,23210,884,670,879,665,630,627,544,544,18.81%,464,565,82.12%,101,17.88%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2014,23000,23220,1009,777,680,533,453,449,429,429,44.79%,355,454,78.19%,99,21.81%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2014,23000,23310,1318,1058,1033,811,342,280,238,238,77.50%,90,247,36.44%,157,63.56%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2014,23000,23320,507,472,507,472,185,185,102,102,78.39%,42,103,40.78%,61,59.22%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2014,23000,23330,1404,1110,1172,943,793,703,528,527,52.43%,357,556,64.21%,199,35.79%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2014,23000,23410,645,601,515,474,137,134,103,103,82.86%,35,127,27.56%,92,72.44%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2014,23000,23420,3032,2192,2536,1866,794,735,571,569,73.95%,355,588,60.37%,233,39.63%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2014,23000,23510,1686,1598,1192,1119,641,626,521,521,67.40%,368,553,66.55%,185,33.45%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2014,23000,23520,1294,1294,713,713,1219,660,399,399,69.17%,339,421,80.52%,82,19.48%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2015,23000,23210,796,571,790,569,545,544,475,475,16.81%,433,518,83.59%,85,16.41%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2015,23000,23220,764,601,547,427,366,366,360,360,40.10%,287,385,74.55%,98,25.45%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2015,23000,23310,1381,1128,1083,861,410,331,263,263,76.68%,92,270,34.07%,177,65.56%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2015,23000,23320,466,466,466,466,178,178,96,96,79.40%,46,98,46.94%,52,53.06%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2015,23000,23330,1265,1009,1054,866,798,705,549,547,45.59%,382,587,65.08%,205,34.92%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2015,23000,23410,581,543,458,421,160,153,116,116,78.64%,44,143,30.77%,99,69.23%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2015,23000,23420,2419,1830,1934,1504,700,658,500,495,72.68%,276,526,52.47%,249,47.34%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2015,23000,23510,1606,1520,1196,1129,657,655,554,554,63.55%,334,570,58.60%,236,41.40%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2015,23000,23520,1181,1154,683,663,1093,623,374,374,67.59%,310,388,79.90%,78,20.10%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2016,23000,23210,662,535,648,526,481,477,396,396,25.98%,344,420,81.90%,76,18.10%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2016,23000,23220,671,485,450,305,253,251,244,244,49.69%,174,255,68.24%,81,31.76%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2016,23000,23310,1247,963,966,734,458,369,302,302,68.64%,126,313,40.26%,186,59.42%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2016,23000,23320,461,432,461,432,171,171,98,98,77.31%,44,98,44.90%,54,55.10%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2016,23000,23330,1181,1106,986,933,819,734,557,554,49.64%,409,601,68.05%,191,31.78%,veřejná,Filozofická fakulta,Západočeská univerzita v Plzni
2016,23000,23410,552,485,431,378,161,153,124,124,74.43%,53,149,35.57%,96,64.43%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2016,23000,23420,2429,1687,1992,1414,665,616,466,464,72.38%,338,583,57.98%,244,41.85%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2016,23000,23510,1414,1325,1086,1015,610,610,497,497,62.49%,304,505,60.20%,201,39.80%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2016,23000,23520,1007,939,616,560,617,354,336,336,64.22%,302,362,83.43%,60,16.57%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2017,23000,23210,620,516,610,510,499,495,407,407,21.12%,363,413,87.89%,50,12.11%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2017,23000,23220,702,519,466,332,297,297,285,285,45.09%,232,302,76.82%,70,23.18%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2017,23000,23310,1222,992,965,784,538,456,336,336,66.13%,143,346,41.33%,194,56.07%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2017,23000,23320,374,359,374,359,196,196,92,92,74.37%,55,93,59.14%,37,39.78%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2017,23000,23330,1568,1568,1227,1227,990,804,523,513,66.65%,410,562,72.95%,151,26.87%,veřejná,Fakulta filozofická,Západočeská univerzita v Plzni
2017,23000,23410,598,541,443,393,166,164,132,132,75.60%,39,161,24.22%,122,75.78%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2017,23000,23420,1544,1120,1311,964,813,724,509,509,54.55%,277,517,53.58%,232,44.87%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2017,23000,23510,1493,1408,1084,1030,651,648,525,525,62.71%,314,544,57.72%,227,41.73%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2017,23000,23520,717,699,608,594,674,574,360,360,48.50%,298,387,77.00%,88,22.74%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2018,23000,23210,597,538,561,510,456,435,388,388,27.88%,365,397,91.94%,32,8.06%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2018,23000,23220,648,495,448,330,294,294,285,285,42.42%,210,291,72.16%,81,27.84%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2018,23000,23310,1179,961,913,736,560,476,346,346,64.00%,147,360,40.83%,179,49.72%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2018,23000,23320,339,320,339,320,202,202,96,96,70.00%,49,98,50.00%,47,47.96%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2018,23000,23330,993,993,826,826,707,620,446,442,55.09%,331,486,68.11%,142,29.22%,veřejná,Fakulta filozofická,Západočeská univerzita v Plzni
2018,23000,23410,445,406,445,406,178,178,143,143,64.78%,47,161,29.19%,114,70.81%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2018,23000,23420,1686,1278,1379,1049,893,785,545,544,57.36%,297,557,53.32%,236,42.37%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2018,23000,23510,1507,1446,1128,1094,622,621,486,486,66.39%,291,502,57.97%,196,39.04%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2018,23000,23520,598,576,527,506,534,468,295,295,48.78%,255,318,80.19%,59,18.55%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2019,23000,23210,682,653,637,611,510,487,428,427,34.46%,398,435,91.49%,37,8.51%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2019,23000,23220,672,480,468,329,309,309,301,301,37.29%,244,312,78.21%,46,14.74%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2019,23000,23310,1224,998,952,782,556,467,314,314,68.54%,130,320,40.63%,128,40.00%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2019,23000,23320,340,315,340,315,202,202,97,97,69.21%,52,97,53.61%,31,31.96%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2019,23000,23330,1194,1194,978,978,831,734,571,570,52.18%,441,628,70.22%,132,21.02%,veřejná,Fakulta filozofická,Západočeská univerzita v Plzni
2019,23000,23410,494,477,494,477,184,184,154,154,67.71%,34,186,18.28%,121,65.05%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2019,23000,23420,1707,1284,1417,1076,900,797,536,536,58.26%,250,544,45.96%,200,36.76%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2019,23000,23510,1799,1703,1312,1246,775,774,639,639,62.48%,371,655,56.64%,188,28.70%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2019,23000,23520,942,872,592,574,839,543,360,360,58.72%,256,370,69.19%,74,20.00%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2020,23000,23210,586,572,539,526,527,494,352,352,38.46%,399,564,70.74%,85,15.07%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2020,23000,23220,454,436,448,431,428,423,320,320,26.61%,245,326,75.15%,0,0.00%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2020,23000,23310,1402,926,1065,680,501,403,318,318,65.66%,100,323,30.96%,0,0.00%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2020,23000,23320,339,329,339,329,226,226,100,100,69.60%,38,98,38.78%,0,0.00%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2020,23000,23330,1357,1357,1128,1128,950,831,665,656,50.99%,460,718,64.07%,12,1.67%,veřejná,Fakulta filozofická,Západočeská univerzita v Plzni
2020,23000,23410,506,481,506,481,191,191,153,153,68.19%,40,189,21.16%,5,2.65%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2020,23000,23420,2103,1739,1628,1338,821,703,499,498,71.31%,229,508,45.08%,4,0.79%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2020,23000,23510,1871,1767,1400,1342,925,727,552,551,68.76%,312,564,55.32%,10,1.77%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2020,23000,23520,650,636,578,567,559,501,322,322,49.37%,246,343,71.72%,19,5.54%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2021,23000,23210,530,527,482,480,508,463,325,325,38.33%,249,347,71.76%,12,3.46%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2021,23000,23220,499,483,472,457,360,350,300,300,37.89%,196,313,62.62%,0,0.00%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2021,23000,23310,1603,1328,1241,998,581,478,351,351,73.57%,90,358,25.14%,0,0.00%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2021,23000,23320,342,342,342,342,212,212,115,115,66.37%,40,106,37.74%,0,0.00%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2021,23000,23330,1161,1048,955,876,685,575,491,485,53.15%,258,528,48.86%,0,0.00%,veřejná,Fakulta filozofická,Západočeská univerzita v Plzni
2021,23000,23410,533,524,531,522,189,188,152,152,70.99%,21,187,11.23%,0,0.00%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2021,23000,23420,2444,2082,1769,1484,1009,799,565,563,72.86%,182,594,30.64%,0,0.00%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2021,23000,23510,2164,2073,1574,1507,930,747,538,538,74.05%,255,565,45.13%,2,0.35%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2021,23000,23520,689,678,593,582,430,350,320,320,52.80%,208,343,60.64%,2,0.58%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2022,23000,23210,546,527,504,491,441,413,329,329,37.57%,15,353,4.25%,0,0.00%,veřejná,Fakulta strojní,Západočeská univerzita v Plzni
2022,23000,23220,564,556,521,513,423,420,343,343,38.31%,31,382,8.12%,0,0.00%,veřejná,Fakulta elektrotechnická,Západočeská univerzita v Plzni
2022,23000,23310,1520,1154,1145,852,558,444,312,312,72.96%,16,331,4.83%,0,0.00%,veřejná,Fakulta zdravotnických studií,Západočeská univerzita v Plzni
2022,23000,23320,334,314,334,314,210,210,77,77,75.48%,10,82,12.20%,0,0.00%,veřejná,Fakulta právnická,Západočeská univerzita v Plzni
2022,23000,23330,1363,1221,1096,1001,935,794,607,602,50.29%,45,701,6.42%,0,0.00%,veřejná,Fakulta filozofická,Západočeská univerzita v Plzni
2022,23000,23410,593,591,592,590,175,175,132,132,77.66%,3,165,1.82%,0,0.00%,veřejná,Fakulta designu a umění L. Sutnara,Západočeská univerzita v Plzni
2022,23000,23420,2777,2352,1978,1639,981,775,528,526,77.55%,18,552,3.26%,0,0.00%,veřejná,Fakulta pedagogická,Západočeská univerzita v Plzni
2022,23000,23510,1865,1776,1394,1330,917,721,540,536,69.59%,25,569,4.39%,0,0.00%,veřejná,Fakulta ekonomická,Západočeská univerzita v Plzni
2022,23000,23520,768,751,589,577,465,383,286,286,61.92%,6,318,1.89%,0,0.00%,veřejná,Fakulta aplikovaných věd,Západočeská univerzita v Plzni
2003,26000,26210,1081,797,1075,796,743,743,629,629,21.08%,487,741,65.72%,254,34.28%,veřejná,Fakulta strojní,Vysoké učení technické v Brně
2003,26000,26220,2216,2188,2213,2188,1483,1483,1081,1081,50.59%,541,1122,48.22%,581,51.78%,veřejná,Fakulta elektrotechniky a komunikačních technologií,Vysoké učení technické v Brně
2003,26000,26230,1661,1307,1661,1307,640,640,414,414,68.32%,176,464,37.93%,288,62.07%,veřejná,Fakulta informačních technologií,Vysoké učení technické v Brně
2003,26000,26310,192,131,191,131,115,115,95,95,27.48%,68,96,70.83%,28,29.17%,veřejná,Fakulta chemická,Vysoké učení technické v Brně
2003,26000,26410,401,358,397,354,91,91,74,74,79.33%,26,90,28.89%,64,71.11%,veřejná,Fakulta architektury,Vysoké učení technické v Brně
2003,26000,26420,445,402,445,402,34,34,34,34,91.54%,2,36,5.56%,34,94.44%,veřejná,Fakulta výtvarných umění,Vysoké učení technické v Brně
2003,26000,26510,1453,1155,1451,1153,310,310,242,242,79.05%,75,260,28.85%,185,71.15%,veřejná,Fakulta podnikatelská,Vysoké učení technické v Brně
2004,26000,26110,2526,2281,2454,2219,1621,1590,1027,1027,54.98%,539,1115,48.34%,576,51.66%,veřejná,Fakulta stavební,Vysoké učení technické v Brně
2004,26000,26210,2267,1624,2229,1615,1524,1517,1157,1157,28.76%,778,1333,58.36%,555,41.64%,veřejná,Fakulta strojního inženýrství,Vysoké učení technické v Brně
2004,26000,26220,2116,2116,2071,2071,1618,1616,1237,1237,41.54%,788,1456,54.12%,668,45.88%,veřejná,Fakulta elektrotechniky a komunikačních technologií,Vysoké učení technické v Brně
2004,26000,26230,1577,1267,1577,1267,560,560,420,420,66.85%,222,528,42.05%,306,57.95%,veřejná,Fakulta informačních technologií,Vysoké učení technické v Brně
2004,26000,26310,720,563,698,548,463,455,400,400,28.95%,311,416,74.76%,105,25.24%,veřejná,Fakulta chemická,Vysoké učení technické v Brně
2004,26000,26410,434,393,434,393,107,107,98,98,75.06%,24,109,22.02%,85,77.98%,veřejná,Fakulta architektury,Vysoké učení technické v Brně
2004,26000,26420,455,438,455,438,40,40,38,38,91.32%,5,44,11.36%,39,88.64%,veřejná,Fakulta výtvarných umění,Vysoké učení technické v Brně
2004,26000,26510,2010,2010,1992,1992,523,520,417,417,79.25%,111,453,24.50%,342,75.50%,veřejná,Fakulta podnikatelská,Vysoké učení technické v Brně
2005,26000,26110,3013,2459,2846,2340,2110,2041,1511,1511,38.55%,927,1615,57.40%,688,42.60%,veřejná,Fakulta stavební,Vysoké učení technické v Brně
2005,26000,26210,2296,1651,2246,1635,1543,1528,1173,1173,28.95%,817,1334,61.24%,517,38.76%,veřejná,Fakulta strojního inženýrství,Vysoké učení technické v Brně
2005,26000,26220,2166,2166,2134,2134,1572,1572,1250,1250,42.29%,791,1390,56.91%,599,43.09%,veřejná,Fakulta elektrotechniky a komunikačních technologií,Vysoké učení technické v Brně
2005,26000,26230,1805,1367,1805,1367,664,664,468,468,65.76%,240,609,39.41%,369,60.59%,veřejná,Fakulta informačních technologií,Vysoké učení technické v Brně
2005,26000,26310,583,421,568,413,386,386,371,371,11.88%,323,407,79.36%,84,20.64%,veřejná,Fakulta chemická,Vysoké učení technické v Brně
2005,26000,26410,371,371,371,371,140,140,97,97,73.85%,23,108,21.30%,85,78.70%,veřejná,Fakulta architektury,Vysoké učení technické v Brně
2005,26000,26420,343,338,342,338,41,41,38,38,88.76%,8,40,20.00%,32,80.00%,veřejná,Fakulta výtvarných umění,Vysoké učení technické v Brně
2005,26000,26510,2268,1988,2234,1987,586,586,425,425,78.62%,129,458,28.17%,329,71.83%,veřejná,Fakulta podnikatelská,Vysoké učení technické v Brně
2006,26000,26110,2906,2383,2726,2270,2148,2071,1665,1650,30.13%,1090,1805,60.39%,715,39.61%,veřejná,Fakulta stavební,Vysoké učení technické v Brně
2006,26000,26210,2001,1383,1954,1371,1296,1287,1103,1103,20.25%,692,1188,58.25%,496,41.75%,veřejná,Fakulta strojního inženýrství,Vysoké učení technické v Brně
2006,26000,26220,1916,1916,1871,1871,1241,1237,1023,1022,46.61%,611,1124,54.36%,513,45.64%,veřejná,Fakulta elektrotechniky a komunikačních technologií,Vysoké učení technické v Brně
2006,26000,26230,1691,1246,1689,1245,680,680,535,535,57.06%,287,656,43.75%,369,56.25%,veřejná,Fakulta informačních technologií,Vysoké učení technické v Brně
2006,26000,26310,798,584,759,553,546,524,388,386,33.56%,289,439,65.83%,150,34.17%,veřejná,Fakulta chemická,Vysoké učení technické v Brně
2006,26000,26410,383,383,383,383,94,94,89,89,76.76%,14,101,13.86%,87,86.14%,veřejná,Fakulta architektury,Vysoké učení technické v Brně
2006,26000,26420,369,357,368,357,43,43,40,40,88.80%,4,44,9.09%,40,90.91%,veřejná,Fakulta výtvarných umění,Vysoké učení technické v Brně
2006,26000,26510,3019,2558,2933,2495,698,687,522,521,79.59%,182,556,32.73%,374,67.27%,veřejná,Fakulta podnikatelská,Vysoké učení technické v Brně
2007,26000,26110,3154,2417,2962,2306,2143,2086,1635,1633,32.35%,1102,1821,60.52%,719,39.48%,veřejná,Fakulta stavební,Vysoké učení technické v Brně
2007,26000,26210,2131,1622,2050,1598,1532,1513,1227,1227,24.35%,856,1357,63.08%,501,36.92%,veřejná,Fakulta strojního inženýrství,Vysoké učení technické v Brně
2007,26000,26220,1907,1907,1837,1837,1306,1293,1163,1157,39.01%,790,1285,61.48%,495,38.52%,veřejná,Fakulta elektrotechniky a komunikačních technologií,Vysoké učení technické v Brně
2007,26000,26230,1624,1259,1622,1259,689,689,576,576,54.25%,334,713,46.84%,379,53.16%,veřejná,Fakulta informačních technologií,Vysoké učení technické v Brně
2007,26000,26310,857,816,828,788,485,471,295,295,63.85%,212,349,60.74%,137,39.26%,veřejná,Fakulta chemická,Vysoké učení technické v Brně
2007,26000,26410,409,346,409,346,101,101,86,86,75.14%,18,100,18.00%,82,82.00%,veřejná,Fakulta architektury,Vysoké učení technické v Brně
2007,26000,26420,363,359,362,358,34,33,31,30,91.36%,4,31,12.90%,27,87.10%,veřejná,Fakulta výtvarných umění,Vysoké učení technické v Brně
2007,26000,26510,2975,2276,2835,2174,696,672,525,524,76.93%,211,582,36.25%,371,63.75%,veřejná,Fakulta podnikatelská,Vysoké učení technické v Brně
2008,26000,26110,3588,3081,3315,2867,2573,2478,1773,1770,42.45%,1104,1940,56.91%,836,43.09%,veřejná,Fakulta stavební,Vysoké učení technické v Brně
2008,26000,26210,2217,1655,2142,1632,1560,1539,1284,1284,22.42%,851,1431,59.47%,580,40.53%,veřejná,Fakulta strojního inženýrství,Vysoké učení technické v Brně
2008,26000,26220,1690,1198,1654,1178,1126,1109,938,934,21.70%,583,1057,55.16%,474,44.84%,veřejná,Fakulta elektrotechniky a komunikačních technologií,Vysoké učení technické v Brně
2008,26000,26230,1530,1159,1528,1159,705,705,595,595,48.66%,390,722,54.02%,332,45.98%,veřejná,Fakulta informačních technologií,Vysoké učení technické v Brně
